ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
3569,C,Flight,4,4,271,3,low,M,3,4152
10532,F,Road,5,4,236,4,medium,M,6,4457
5357,C,Flight,2,4,144,4,low,F,8,5760
5563,D,Ship,4,4,228,4,high,M,1,5573
6488,F,Ship,4,3,242,2,low,M,3,4811
3404,F,Road,3,1,119,2,low,F,10,4146
7879,D,Ship,3,3,250,2,medium,F,8,5067
6103,D,Ship,4,3,170,2,low,M,3,4587
3330,F,Ship,4,5,168,2,high,M,2,5776
9475,D,Ship,3,1,221,3,medium,M,10,5696
4884,F,Ship,2,1,138,2,low,M,8,4932
4013,C,Ship,4,2,179,3,low,M,3,5284
3247,D,Ship,4,1,189,3,medium,M,5,4496
4581,A,Ship,3,1,237,2,low,M,9,4626
1128,F,Ship,4,4,136,3,high,F,35,1234
6817,D,Ship,6,1,266,4,low,M,9,1287
8742,F,Road,3,4,226,2,high,F,8,5793
865,D,Ship,3,4,187,2,high,M,8,3725
1855,D,Ship,4,5,238,10,medium,M,38,3556
4093,D,Road,6,1,127,3,low,F,8,5976
8420,F,Ship,5,1,193,2,low,M,8,5184
577,D,Ship,4,1,230,3,medium,M,40,2225
4799,C,Flight,6,1,265,4,low,F,7,1644
623,C,Ship,3,4,253,3,low,M,6,3788
6905,C,Ship,6,5,279,4,medium,M,7,1300
9393,A,Ship,4,5,157,2,medium,F,1,5054
10119,A,Road,4,5,163,3,medium,F,2,4887
9385,D,Ship,4,1,184,7,medium,F,6,4956
10108,B,Ship,3,5,209,3,high,F,4,5413
6409,D,Ship,3,4,223,3,low,F,7,5336
5645,C,Ship,4,2,192,3,low,F,3,4130
6081,A,Ship,3,1,133,3,medium,M,7,4004
5208,F,Flight,5,3,134,3,high,M,8,5016
8219,C,Flight,4,2,175,3,high,M,4,4426
7105,D,Road,4,1,245,6,low,F,7,1884
10219,D,Ship,5,3,274,5,medium,M,7,1696
5519,C,Ship,5,3,227,5,medium,M,2,1965
6565,D,Road,5,3,257,5,medium,F,3,1953
5502,F,Ship,6,2,285,4,medium,M,6,1016
4186,B,Ship,5,5,228,4,low,M,6,4946
9048,F,Flight,3,2,226,3,low,F,5,5484
8260,B,Ship,5,1,256,5,low,F,5,1970
880,B,Ship,5,2,244,3,low,M,8,3571
6511,D,Ship,6,2,246,4,medium,M,7,1071
5595,A,Road,3,1,220,3,low,F,6,5572
7496,F,Ship,4,1,239,5,low,F,8,1048
1926,F,Flight,5,2,161,2,medium,F,59,1859
2655,A,Ship,2,5,150,3,low,F,16,1738
67,D,Ship,3,2,109,3,medium,F,15,1710
4718,F,Ship,3,2,279,3,medium,F,6,4560
2941,D,Ship,3,1,263,3,medium,M,6,2715
4658,F,Flight,4,1,273,2,high,F,10,5832
136,B,Flight,3,5,157,3,medium,F,4,1889
8628,F,Flight,5,2,252,5,low,F,10,1568
2573,C,Ship,2,1,282,5,low,F,51,1362
9593,C,Flight,4,3,249,4,medium,M,10,5614
7030,B,Ship,5,1,159,2,medium,F,5,4382
10489,D,Ship,5,1,143,3,medium,F,3,4907
7140,F,Flight,5,1,262,6,medium,M,1,1696
9508,B,Ship,3,4,253,3,medium,M,4,4269
7161,A,Ship,5,3,257,5,low,F,3,1262
9764,F,Ship,6,5,211,6,low,M,3,4957
260,F,Road,2,4,147,3,low,M,5,1920
10571,C,Ship,5,1,262,2,medium,M,4,5761
4277,C,Ship,4,3,175,4,medium,F,4,5685
3375,A,Ship,4,1,157,2,medium,M,3,5801
3487,D,Ship,3,4,201,3,low,F,6,5722
4607,C,Ship,3,1,233,2,high,M,1,5073
8930,F,Ship,4,3,269,5,low,M,2,1273
6908,F,Ship,6,4,297,4,low,F,9,1249
5496,F,Flight,2,2,225,7,high,M,9,4947
2367,A,Ship,5,4,200,3,medium,M,24,2078
6810,F,Ship,3,1,237,3,medium,F,4,5860
425,C,Flight,4,1,203,4,low,M,34,3813
1613,C,Ship,3,5,181,3,medium,M,22,3575
6958,B,Ship,5,2,246,3,low,M,2,4054
10569,A,Ship,4,4,233,3,low,F,5,5421
3638,F,Ship,5,5,136,3,low,M,4,4218
9223,D,Ship,4,1,231,3,medium,M,5,4118
8723,C,Ship,3,4,177,3,medium,F,1,4965
8399,C,Ship,3,5,246,3,medium,M,1,5650
8613,A,Road,5,1,242,5,low,M,9,1767
2792,F,Ship,5,4,193,3,low,M,55,2758
4874,F,Ship,4,4,225,2,medium,M,10,4829
10516,B,Ship,2,3,275,3,medium,M,10,4183
10871,C,Ship,4,3,125,4,medium,M,7,4203
4082,F,Ship,3,2,229,7,high,M,3,5584
2973,A,Ship,3,4,228,2,medium,M,46,3306
3648,F,Ship,4,2,147,3,low,F,5,5174
296,F,Ship,3,1,202,2,medium,M,62,3398
9266,F,Ship,3,3,212,3,medium,M,10,5724
2849,C,Ship,4,2,274,2,medium,M,55,3416
1154,F,Ship,6,5,154,10,medium,F,48,1990
9906,F,Ship,5,1,137,5,low,M,4,4586
5452,B,Ship,4,4,259,7,medium,M,7,4408
71,C,Ship,5,1,187,4,high,M,14,3849
3573,A,Flight,3,5,245,10,medium,M,8,4909
4596,F,Ship,4,2,192,4,medium,F,2,5503
1997,C,Ship,5,1,187,2,low,F,17,3513
5939,C,Ship,4,1,220,3,medium,F,6,4472
7291,D,Ship,3,4,246,3,high,F,1,4273
9377,C,Ship,5,4,235,4,low,M,10,4880
4740,F,Ship,3,5,233,3,medium,F,7,5787
6805,D,Ship,4,4,182,3,high,F,7,5197
6294,F,Road,5,2,222,5,low,F,1,1672
10889,C,Ship,4,4,192,2,low,M,1,4429
7908,F,Ship,3,2,251,4,high,F,7,4038
8014,B,Ship,6,4,254,4,low,M,9,1594
10739,C,Ship,4,1,255,5,medium,F,1,1918
4615,D,Ship,6,4,112,4,medium,F,9,4005
6671,C,Ship,3,2,243,4,medium,M,4,4410
6232,B,Ship,6,1,300,4,medium,F,2,1790
7743,A,Ship,6,2,301,4,medium,M,10,1747
9025,D,Road,4,2,253,5,low,F,3,4676
964,B,Flight,4,5,158,5,medium,F,55,1936
3571,D,Flight,3,4,183,2,low,M,5,4261
9409,D,Ship,5,5,222,6,low,M,1,1962
8413,D,Ship,4,4,273,2,low,M,1,5759
246,F,Ship,2,4,154,3,medium,F,48,7684
1207,D,Road,4,4,236,4,low,M,65,2280
10766,F,Ship,5,1,274,5,low,F,2,1558
6985,D,Flight,4,4,215,2,low,F,7,5151
7519,D,Road,6,2,260,3,low,M,2,4071
7028,F,Ship,4,4,214,2,high,F,1,4117
8623,D,Road,4,2,261,5,medium,M,5,1073
5992,B,Ship,2,1,241,3,medium,F,5,5697
1131,A,Ship,5,1,230,6,low,F,60,2067
8451,A,Ship,4,3,214,2,medium,F,6,4345
7021,D,Ship,5,3,270,2,low,F,7,5248
9597,A,Flight,4,3,177,3,low,F,7,4834
718,B,Ship,4,1,241,2,low,F,39,2935
620,F,Ship,3,5,224,2,low,M,13,3891
5568,F,Ship,4,2,245,2,low,M,3,4000
4506,F,Road,4,4,142,10,high,F,7,5425
424,B,Flight,4,4,229,2,medium,M,45,3776
8685,A,Ship,3,5,205,3,medium,F,9,4565
2001,A,Ship,4,3,135,3,medium,F,11,1322
7765,D,Ship,6,1,280,4,medium,M,6,1735
10476,F,Ship,5,1,258,5,high,F,9,1856
5832,F,Ship,3,5,269,5,low,M,6,5932
9568,B,Road,5,4,201,2,low,M,5,5593
134,F,Flight,5,4,280,6,medium,F,51,3582
2923,D,Ship,4,3,172,3,medium,F,6,1261
7304,F,Ship,5,1,248,3,low,F,2,4075
10034,F,Ship,4,2,198,2,high,M,2,5662
2645,C,Ship,4,3,264,2,low,F,38,3877
3178,B,Ship,2,1,274,10,high,F,1,5622
8854,B,Ship,4,2,265,4,medium,F,10,4575
2712,F,Ship,5,2,246,2,medium,M,13,2652
2831,C,Ship,4,5,198,3,medium,M,33,2129
9929,C,Ship,6,1,289,5,medium,M,7,1223
2446,B,Road,4,3,216,3,medium,M,35,2567
9944,F,Ship,6,2,307,4,low,F,9,1674
10375,D,Ship,4,1,258,3,low,F,10,4906
2215,D,Ship,4,2,182,2,medium,F,54,3261
284,F,Flight,5,4,165,3,low,F,20,1150
930,F,Ship,3,3,153,5,low,F,12,1972
7952,F,Flight,6,4,306,4,low,F,8,1465
1523,C,Flight,3,1,156,3,medium,F,1,1517
3631,D,Ship,4,5,194,2,low,M,3,4724
7408,B,Flight,5,1,261,5,low,F,10,1713
6444,F,Flight,4,4,196,3,low,M,5,5514
4915,D,Road,4,4,212,2,medium,M,8,4239
9837,A,Ship,4,1,197,3,high,M,9,4917
10665,A,Road,5,2,262,5,medium,M,1,1483
3770,F,Ship,3,1,196,3,medium,M,8,4516
2280,F,Ship,6,1,224,3,medium,M,64,2705
339,A,Ship,3,5,261,3,medium,M,15,2989
5598,F,Road,5,2,251,3,low,M,9,4298
5213,C,Flight,4,2,229,4,medium,M,3,5340
54,F,Ship,2,1,170,3,low,M,41,1128
1611,A,Ship,5,4,259,3,low,F,38,3720
5572,B,Ship,3,1,248,2,medium,M,1,5703
9596,F,Flight,4,5,249,3,low,F,7,5509
2262,F,Ship,4,3,119,3,low,F,40,1233
2219,C,Ship,4,2,243,3,medium,F,13,2850
4281,A,Ship,4,5,135,3,medium,F,5,4515
9801,A,Ship,5,5,135,4,low,M,8,5029
6435,A,Flight,4,2,238,2,medium,F,9,4937
7193,C,Ship,4,4,229,6,low,M,2,1279
4657,D,Flight,3,1,185,3,medium,M,7,5474
2676,F,Ship,3,2,109,3,low,F,30,1597
10357,D,Ship,4,2,185,2,medium,M,5,4066
10411,D,Flight,4,3,233,5,low,M,2,1079
2802,F,Ship,4,5,245,3,medium,M,6,2717
10914,F,Ship,3,2,164,4,medium,F,10,4560
5458,B,Road,2,3,225,7,high,M,7,4009
6489,A,Ship,3,1,194,3,low,F,1,5566
2246,F,Ship,5,3,206,2,medium,F,59,3278
2697,A,Ship,4,2,191,2,high,M,65,3082
7077,A,Ship,3,1,199,3,medium,F,8,5557
8653,D,Ship,4,2,235,5,low,M,8,1021
1831,D,Ship,4,5,163,3,low,M,38,1146
3907,D,Ship,4,4,272,5,low,F,3,5243
8838,F,Ship,$7,5,254,4,medium,F,6,1491
2068,B,Flight,2,4,225,10,high,M,46,2690
812,F,Road,4,1,182,3,medium,M,28,2005
6492,F,Ship,6,4,251,4,low,F,10,1568
7071,A,Ship,4,3,248,6,medium,M,5,4212
4609,D,Ship,4,2,236,3,low,F,1,4076
3825,A,Road,4,2,245,2,low,M,1,5978
3722,F,Ship,5,2,230,4,low,F,4,4782
7101,A,Road,5,4,262,6,medium,F,1,1177
10835,C,Flight,2,4,114,5,high,M,3,4423
2947,D,Ship,3,5,144,6,low,F,46,1110
2855,C,Road,3,4,261,2,medium,F,52,3340
8130,F,Ship,4,4,104,4,low,M,6,4323
3446,F,Ship,3,1,252,2,low,M,4,5559
7650,F,Road,5,1,265,4,low,F,2,5416
574,B,Ship,4,3,108,6,low,F,22,1745
4808,F,Flight,6,3,254,4,low,M,6,1335
9907,D,Ship,6,2,173,3,medium,F,4,5970
9890,F,Ship,4,5,232,5,low,F,3,1817
6017,C,Road,5,3,249,4,medium,M,1,1014
396,F,Road,4,4,183,3,low,M,29,3251
2080,B,Ship,5,4,228,3,medium,M,42,3145
6400,B,Ship,3,2,211,4,high,M,1,5831
4599,A,Ship,2,1,255,3,medium,F,1,5929
3462,F,Ship,3,3,144,2,low,M,6,5994
2136,F,Ship,3,3,188,4,medium,M,3,3075
10352,F,Ship,2,5,228,3,low,M,8,5643
8265,A,Ship,$7,1,281,4,low,F,9,1235
9822,F,Ship,4,2,151,3,medium,M,3,5154
7422,F,Ship,$7,5,278,4,low,M,1,1210
9293,C,Road,3,4,160,3,low,M,10,4602
1425,A,Ship,4,5,253,7,medium,F,11,3825
3749,C,Ship,3,4,250,2,medium,M,1,4922
6383,C,Ship,4,1,214,2,low,F,10,4447
8643,A,Flight,4,5,273,5,low,M,2,1441
6083,C,Ship,4,3,229,2,medium,M,7,5364
864,F,Ship,2,3,188,3,medium,F,51,3191
8081,C,Flight,3,2,262,2,low,M,5,5747
8950,B,Ship,5,1,241,3,low,M,7,5342
1594,B,Ship,4,2,173,3,medium,F,63,1220
4150,B,Ship,3,1,241,2,low,M,8,5602
7451,C,Ship,4,4,239,5,low,M,6,1986
799,D,Road,4,3,184,3,medium,F,19,2774
5945,C,Ship,2,5,286,6,medium,F,5,5490
5131,D,Ship,4,5,172,2,medium,M,7,4559
4795,D,Flight,3,3,272,8,high,M,7,5257
395,C,Road,3,2,272,2,low,M,33,2321
6548,F,Ship,6,2,251,4,medium,F,6,1864
5124,F,Ship,2,4,208,3,medium,F,6,4226
9850,B,Road,5,1,243,3,medium,F,10,4037
5385,A,Ship,5,4,248,4,medium,F,5,4271
10450,B,Ship,4,3,233,5,low,M,5,1799
3842,F,Flight,3,1,164,3,medium,M,2,5488
2838,F,Ship,3,5,146,3,medium,F,30,1569
5657,C,Ship,4,5,144,2,low,M,2,4978
5924,F,Ship,5,5,275,3,medium,M,9,4287
3398,F,Ship,4,4,176,3,low,F,1,4774
9676,B,Ship,$7,2,277,5,low,F,1,1700
3603,A,Ship,3,2,149,3,medium,F,7,4049
8151,A,Ship,3,3,164,3,high,M,9,5070
3054,F,Ship,5,3,264,2,low,F,61,2025
3602,F,Ship,3,2,143,4,medium,F,7,4486
10619,C,Ship,6,3,153,6,medium,F,7,4975
10550,F,Flight,6,2,205,5,high,M,6,4756
4322,F,Ship,3,3,253,3,high,M,1,4263
5086,B,Flight,4,3,138,3,low,F,2,5593
8769,A,Flight,5,5,137,3,medium,F,5,4814
7788,F,Road,4,4,246,3,medium,M,5,5029
10128,F,Road,2,5,271,3,low,F,6,5471
6522,F,Ship,3,3,147,8,medium,F,7,5822
2741,C,Flight,3,1,121,5,low,F,60,1577
2434,B,Ship,3,2,245,3,medium,M,13,3775
8365,D,Flight,5,5,232,6,low,M,2,1550
3480,F,Ship,3,1,193,4,low,M,5,4700
9178,B,Flight,3,4,179,2,medium,M,5,1340
4927,D,Road,4,5,159,4,medium,F,4,4816
3196,B,Ship,6,4,161,4,medium,M,3,1747
1024,B,Ship,5,1,246,3,medium,F,44,3993
813,A,Road,4,5,191,3,low,F,19,2392
4057,D,Ship,3,1,240,3,low,F,4,5484
10277,C,Flight,4,3,176,5,low,M,2,5751
6873,A,Ship,2,3,164,5,low,M,7,1243
2440,B,Road,2,1,115,3,high,M,42,1247
5506,B,Ship,6,3,304,5,medium,F,10,1254
8868,F,Ship,4,5,246,5,low,F,2,1024
9691,D,Ship,5,4,221,5,low,F,8,1927
9563,C,Ship,4,4,237,3,medium,M,2,4760
1404,F,Ship,5,2,268,3,medium,F,41,3716
4270,B,Ship,4,2,249,4,medium,M,4,5418
4158,F,Ship,3,1,243,2,medium,M,10,5460
9243,A,Ship,3,3,183,2,low,F,3,5189
1681,D,Ship,3,4,189,3,medium,F,37,3492
227,C,Ship,4,3,161,7,medium,M,63,1496
8187,A,Ship,4,2,156,4,medium,F,2,5795
5396,F,Ship,4,3,248,3,low,M,5,4781
1127,C,Ship,4,3,263,4,medium,M,23,2960
9955,D,Ship,6,2,260,4,low,F,8,1522
9018,F,Road,2,2,270,4,low,M,6,5585
4745,C,Ship,4,1,205,3,low,F,10,4923
7599,A,Ship,3,1,179,2,medium,M,2,4085
4097,C,Road,3,5,215,3,low,M,4,4828
198,F,Ship,2,3,136,3,low,F,19,1568
4384,B,Flight,3,3,150,2,medium,M,3,5836
9821,C,Ship,4,2,161,2,high,F,8,5654
7635,A,Ship,5,1,230,4,medium,M,4,5363
2679,A,Ship,5,3,210,2,low,M,19,3920
8566,B,Ship,3,4,165,2,medium,M,1,5745
5575,D,Ship,5,2,243,3,low,F,8,4133
9345,A,Ship,4,1,253,3,medium,F,9,5502
3587,C,Ship,4,2,210,2,high,F,3,5876
4391,C,Flight,3,3,175,2,medium,M,2,4814
9327,A,Flight,4,5,196,5,low,F,2,5840
4187,C,Ship,4,4,133,2,medium,F,4,4724
9014,F,Ship,3,5,162,3,medium,F,1,4432
2337,A,Flight,2,2,242,6,low,F,63,3144
556,B,Flight,5,4,189,5,low,M,3,3301
5958,F,Ship,4,5,187,3,low,M,7,5022
5426,F,Ship,4,4,200,4,low,F,3,5583
223,D,Ship,4,2,192,3,high,M,4,2061
7831,D,Ship,4,5,149,2,low,M,2,5724
4495,D,Road,4,5,244,2,medium,F,7,5325
5397,A,Ship,5,3,245,3,medium,F,5,5663
9485,C,Ship,3,5,218,2,medium,F,6,4072
1460,F,Ship,3,4,183,2,medium,F,52,2078
615,A,Ship,5,4,182,4,high,M,20,2212
3122,F,Ship,4,1,182,3,medium,F,49,3198
1916,F,Flight,5,2,156,2,medium,M,19,1311
9188,F,Flight,5,5,273,5,medium,M,4,1597
6751,D,Ship,2,4,156,3,medium,F,8,5668
9621,A,Ship,2,4,180,2,low,F,6,5579
1751,C,Ship,3,1,142,4,low,M,4,1583
7609,D,Ship,5,5,140,3,high,F,7,4799
5724,F,Ship,4,5,233,4,low,F,6,1495
8883,A,Road,4,5,251,5,medium,F,7,1070
3712,B,Flight,3,5,140,5,low,M,7,4370
7580,F,Ship,6,3,183,4,medium,M,3,4842
10605,A,Ship,4,2,238,3,low,F,3,5265
7965,A,Ship,$7,1,291,4,medium,F,1,1796
6987,A,Flight,3,2,223,4,medium,M,3,5374
6501,A,Ship,6,5,251,4,medium,F,3,1660
10787,C,Ship,5,5,222,6,low,F,3,1861
7658,F,Road,5,2,146,7,low,F,9,5631
9632,F,Ship,6,4,292,4,medium,M,8,1779
7493,C,Ship,3,3,154,4,medium,F,7,1915
6154,B,Road,5,4,269,2,medium,F,2,5962
6852,F,Flight,4,1,173,3,high,M,1,5749
5043,A,Road,6,3,247,4,medium,F,9,1011
8689,D,Ship,3,3,169,3,high,M,1,4647
2028,F,Ship,3,5,187,3,low,M,20,2374
4421,C,Ship,4,5,206,2,low,F,10,4264
607,D,Ship,4,5,178,3,low,F,48,1819
8098,B,Flight,4,3,153,3,low,M,5,5743
7007,C,Ship,4,1,238,3,high,F,4,4910
7540,B,Flight,6,3,218,3,low,M,6,4594
5100,F,Ship,3,5,275,3,low,M,6,5148
9711,A,Road,$7,1,264,4,medium,F,2,1540
3959,C,Road,6,1,132,4,medium,M,5,5235
1793,C,Flight,3,4,202,4,high,M,20,3655
7927,D,Road,4,5,239,2,medium,F,1,4247
8457,A,Ship,3,5,124,2,medium,M,1,5709
9368,F,Ship,4,2,252,4,low,M,1,4705
9820,B,Ship,3,5,109,4,medium,F,4,4308
8093,C,Flight,5,1,231,2,low,M,10,4892
10753,D,Ship,5,1,260,5,low,M,4,1257
8727,A,Ship,3,4,254,3,high,M,4,5830
8380,B,Ship,4,1,200,3,medium,F,5,4120
4092,F,Road,4,2,277,5,medium,F,8,1335
3117,A,Ship,3,5,195,2,low,F,42,3814
1342,B,Ship,5,3,201,2,low,M,4,3757
2361,A,Ship,6,4,209,5,low,F,53,3169
6834,F,Road,3,2,220,3,medium,M,7,4555
4802,F,Flight,6,1,255,4,low,F,2,1385
7855,D,Ship,4,4,135,3,medium,M,6,4335
8032,B,Ship,5,2,263,5,medium,F,10,1059
1371,A,Flight,5,3,199,4,low,F,24,3473
2755,D,Flight,4,5,138,7,medium,M,60,1366
7027,D,Ship,6,3,114,4,high,F,10,5865
3354,F,Ship,4,5,190,3,low,M,2,4554
4344,F,Ship,4,4,204,2,medium,F,9,4462
5999,C,Ship,6,2,266,4,low,F,9,1220
2984,F,Ship,4,3,222,4,medium,M,49,3697
3192,F,Ship,3,5,178,3,low,F,3,5540
5635,D,Ship,3,4,145,2,high,F,5,5513
8410,B,Ship,4,2,187,2,medium,M,7,4470
7035,A,Ship,4,2,257,3,low,M,3,5549
217,D,Ship,4,3,185,3,medium,M,3,3131
2271,A,Ship,4,2,251,3,low,F,10,3517
9404,F,Ship,6,1,287,4,medium,M,5,1791
5949,A,Ship,4,2,238,2,low,F,2,4002
6883,D,Ship,5,3,223,5,medium,M,10,1170
7664,F,Road,3,1,252,2,low,M,9,5050
839,C,Flight,2,4,168,3,low,F,15,1886
4517,C,Flight,3,1,255,7,low,F,3,4477
6114,F,Ship,4,2,252,2,high,F,4,5233
9591,A,Flight,4,4,137,4,medium,F,5,5095
6986,F,Flight,4,4,179,3,medium,F,3,5624
6270,F,Ship,$7,4,302,5,medium,M,7,1503
7471,D,Ship,4,1,242,6,low,M,8,1419
9501,A,Ship,4,2,201,3,medium,F,4,4613
5050,B,Road,4,1,259,3,medium,M,5,4435
6504,F,Ship,5,2,244,5,low,M,10,1699
3553,D,Road,2,1,154,3,medium,F,4,5100
5380,B,Ship,3,5,258,3,low,M,5,4314
10229,C,Ship,3,1,238,2,low,M,9,5158
9939,A,Ship,$7,3,288,4,medium,M,3,1989
722,F,Ship,3,4,138,3,low,F,54,1648
6591,A,Flight,5,4,267,5,medium,F,10,1837
28,B,Ship,5,1,162,3,medium,M,31,1435
7718,F,Ship,6,5,276,4,low,M,3,1136
1224,F,Road,3,1,258,2,medium,M,11,2791
7553,C,Ship,4,2,220,2,low,F,6,5543
10547,C,Flight,4,4,209,3,medium,M,7,4717
4869,A,Ship,4,3,280,6,high,M,8,4525
8984,F,Ship,5,5,198,2,high,M,3,5249
6348,F,Ship,4,4,198,2,low,M,6,5520
101,C,Ship,5,3,143,2,medium,M,59,1837
753,A,Ship,3,1,171,2,low,M,34,1999
6643,D,Ship,3,4,244,3,medium,M,2,5389
3929,C,Ship,4,3,206,4,medium,M,1,4812
10702,B,Flight,4,2,267,5,low,F,2,1876
3536,F,Road,6,3,222,5,high,F,2,4612
5001,A,Ship,5,3,131,8,low,F,5,4149
5518,B,Ship,$7,4,291,4,high,M,4,1248
2991,A,Road,4,1,144,4,high,M,5,1294
13,D,Flight,3,5,198,3,medium,F,1,3667
8458,B,Ship,3,2,179,3,low,M,4,4102
1403,C,Ship,5,4,199,4,low,M,24,3443
1352,F,Road,5,5,245,4,medium,F,12,2225
2543,C,Ship,2,5,190,8,medium,M,11,2976
5528,F,Ship,4,2,253,5,low,M,5,1812
3970,B,Flight,4,5,214,3,high,F,1,4004
10865,C,Ship,5,3,148,3,low,M,7,4714
6909,A,Ship,6,1,273,4,low,M,6,1561
48,F,Ship,5,1,160,2,low,M,32,1576
8790,F,Ship,4,3,175,3,low,F,9,4840
10573,D,Ship,5,1,208,2,low,F,9,4887
3905,C,Ship,4,1,187,3,medium,M,8,5872
1678,B,Ship,5,1,234,3,medium,M,40,3340
1519,D,Flight,3,5,157,4,medium,M,26,1969
1278,F,Ship,3,1,275,2,high,F,1,2597
5694,F,Ship,3,3,145,3,low,F,10,5696
5767,D,Flight,6,1,249,4,medium,M,2,1189
1056,F,Ship,3,3,152,3,medium,M,5,1385
7584,F,Ship,3,2,158,3,medium,F,1,5438
7601,C,Ship,4,3,139,2,high,F,2,4041
8831,C,Ship,5,5,239,5,low,M,6,1887
1800,F,Ship,3,5,231,2,medium,M,49,2341
3669,A,Ship,2,1,139,2,medium,F,2,4520
9788,F,Ship,2,1,206,2,low,M,7,4721
2803,D,Ship,3,3,99,3,high,M,63,1223
3717,A,Ship,5,1,197,4,low,F,2,5594
9559,D,Ship,3,5,157,4,medium,F,2,4640
10969,D,Flight,4,4,257,5,medium,F,4,1668
9598,B,Flight,3,5,268,3,low,M,7,4910
3023,C,Flight,4,2,211,2,low,F,39,2520
8470,B,Road,4,5,210,4,low,M,3,5432
6020,F,Road,6,5,282,4,medium,M,3,1385
9724,B,Flight,3,2,140,3,medium,M,8,5724
214,B,Ship,2,5,160,3,medium,F,31,7401
4171,D,Ship,4,3,170,3,medium,F,2,5330
6902,F,Ship,6,5,266,4,low,F,6,1201
8707,D,Ship,5,3,222,4,medium,M,2,4060
5347,D,Flight,3,1,191,2,medium,F,10,5073
7636,B,Ship,2,4,193,2,low,F,5,5706
8928,F,Ship,5,3,163,3,medium,M,1,1836
10951,D,Road,4,3,228,5,medium,M,8,1753
9969,A,Ship,3,3,196,3,low,M,4,5622
6726,F,Flight,4,1,152,3,medium,F,3,4250
7702,B,Ship,4,3,244,3,low,M,7,4761
423,A,Flight,3,2,141,3,low,M,7,1933
3640,B,Ship,5,2,259,2,medium,M,1,4607
10361,C,Ship,4,3,189,3,medium,F,9,4825
1288,B,Ship,4,1,191,3,low,M,4,2724
6845,C,Road,3,3,178,8,medium,M,8,4774
8594,F,Ship,3,3,188,4,medium,M,1,4296
4474,B,Ship,3,1,173,2,low,M,10,4115
2483,C,Flight,3,5,208,4,medium,M,12,3181
5097,A,Ship,5,3,273,4,medium,M,2,4186
4694,F,Ship,3,3,249,2,low,F,2,5078
6521,C,Ship,3,3,216,8,medium,M,4,5329
8823,A,Ship,4,4,239,5,low,F,6,1239
7619,C,Ship,4,2,175,6,low,F,5,5445
8086,B,Flight,4,1,171,2,low,M,3,4271
5763,A,Flight,6,3,245,4,low,M,2,1158
1720,B,Ship,3,2,243,3,medium,M,31,3943
137,C,Flight,3,3,189,4,medium,F,51,2208
948,F,Road,4,1,264,2,low,M,8,2436
9408,F,Ship,$7,3,244,4,medium,M,10,1629
5727,A,Ship,6,4,290,4,medium,M,10,1366
4007,C,Ship,4,4,202,4,medium,M,4,4053
256,B,Road,2,2,148,3,high,F,35,1349
10519,D,Ship,3,2,198,2,medium,M,8,5889
6917,C,Ship,$7,4,261,5,low,M,6,1334
6239,C,Ship,4,4,268,4,low,M,5,5647
4422,F,Ship,4,1,159,4,low,M,5,5420
10752,F,Ship,5,5,244,6,low,F,1,1222
3999,A,Ship,3,3,256,3,medium,M,8,4070
6002,F,Road,4,3,270,5,low,F,3,1786
8337,A,Road,5,2,221,6,medium,M,2,1781
4469,C,Ship,3,1,193,3,medium,M,3,5154
2619,A,Flight,4,2,187,2,low,M,54,2191
10065,A,Ship,3,1,258,2,low,F,4,5262
6186,F,Ship,3,5,157,2,medium,F,4,5991
6889,D,Ship,$7,3,309,4,low,F,1,1290
2578,B,Road,3,1,175,2,low,M,42,1668
5911,D,Ship,4,3,257,3,low,F,2,5198
6807,A,Ship,6,5,285,7,medium,M,9,4112
3003,A,Road,3,1,274,3,low,M,4,2087
1410,F,Ship,4,5,258,2,high,M,5,3512
10429,D,Flight,4,5,185,2,low,F,4,5428
1769,C,Road,4,3,147,2,high,F,52,1570
4300,B,Ship,3,3,214,3,medium,F,9,5856
10431,A,Ship,4,2,180,3,medium,M,6,4417
8612,F,Road,4,5,234,5,low,F,1,1991
8881,D,Road,$7,5,308,4,medium,M,1,1477
5264,F,Ship,$7,4,283,5,low,M,6,1882
1142,F,Ship,3,4,263,3,low,M,42,2992
4728,F,Ship,4,5,259,2,medium,F,4,4092
1471,D,Ship,2,3,123,2,medium,M,11,1383
8943,A,Ship,3,1,266,3,low,F,8,4574
10132,B,Road,5,4,208,8,medium,F,4,5155
7457,C,Ship,6,4,306,4,low,F,5,1703
4750,B,Ship,5,5,232,3,low,F,5,5338
8363,C,Flight,5,2,276,6,medium,F,6,1043
7867,D,Ship,6,5,278,5,medium,F,2,4361
7455,A,Ship,3,3,177,4,medium,F,4,1560
7504,B,Ship,4,2,265,5,low,M,8,1555
5436,F,Ship,4,5,266,3,medium,F,4,5928
3309,A,Ship,5,3,235,4,medium,F,10,4011
142,B,Flight,5,4,149,3,low,M,51,1645
3751,D,Ship,3,5,224,2,low,F,10,4445
7750,B,Ship,3,1,131,4,low,M,1,1628
2106,F,Ship,4,5,237,2,medium,F,60,3427
10187,C,Ship,6,3,282,4,medium,F,8,1375
1357,D,Road,4,5,201,3,medium,M,41,3563
